S.No,Showroom,RSM,ASM,Manager,"CUG No",Landline,E-Mail,Region,State,Address
323,TN-RAMANATHAPURAM,"Naina Mohamed M","Solaimalai T","Jaya Raman B",9840951855,04567-225855,ramanathapuram2@poorvika.com,ROTN,TAMILNADU,"Shop No:13/2, G.H Road, Near: Aiswarya Hotel, Ramanathapuram - PIN 623501"
324,"TN-RAMANATHAPURAM-ANNA SALAI","Naina Mohamed M","Solaimalai T",,6385173855,,Ramnadannasalai@poorvika.com,ROTN,TAMILNADU,"No.258/1, Aringar Anna Salai, Salai Street, Ramanathapuram-623517
"
325,"TN-RANGANATHAN STREET","Nagaraj S","Antony Fernando A","Dhananjayan A",9789053855,044-42867671,rnstreet@poorvika.com,CHENNAI,TAMILNADU,"No.: 31, Ranganathan Street, Near Railway Station, T. Nagar, Chennai PIN 600017"
326,TN-RANIPET,"Vinayaga Moorthy J","Vignesh K","Alaguvel R",9677076855,0417-2270855,ranipet@poorvika.com,ROTN,TAMILNADU,"NO :35,MBT ROAD,
MUTHUKADAI BUS STOP ,
NEAR GRAND HOTEL, 
MUTHUKADAI,
RANIPET - 632401.
"
327,TN-REDHILLS,"Sampath Kumar P","Thameen Anasari S","Afzal U",9840964855,044-26310600,redhills@poorvika.com,CHENNAI,TAMILNADU,"No: 273, GNT Road, Red Hills, Near: Perambur Srinivasa Bakery, Chennai - 600052"
328,TN-ROYAPETTAH,"Sampath Kumar P","Dinesh Kumar D","Kumarakurubaran V",9566065855,9362513393,royapettah@poorvika.com,CHENNAI,TAMILNADU,"No,112/121, Dr.Besant road, Near MGR Statue,Royapettah,
chennai 600014"
329,"TN-SAI NAGAR","Sampath Kumar P","Balaji P","Kali Raja A",9566044855,044-42550213,sainagar@poorvika.com,CHENNAI,TAMILNADU,"No:. 11/A, Kali Amman Kovil Street, Sai Nagar, Virugamabakkam, Chennai - 600 092."
330,"TN-SALEM 6","Vinayaga Moorthy J","Rama Krishnan U","Mannan K",9629281855,"0427 - 4020177",6salem@poorvika.com,ROTN,TAMILNADU,"Door No: 2/91, 
New Bus Stand Main Road,
Meyyanur Main Road, 
Near : Arrs Multiplex Theatre,
Salem -636 006"
331,TN-SALEM-AGRAHARAM,"Vinayaga Moorthy J","Rama Krishnan U","Krishna Kumar G",9840789855,0427-4266009,salem@poorvika.com,ROTN,TAMILNADU,"No.6, 1ST Agraharam,Opp Town Police Station,Bazaar Street, Salem-636001"
332,"TN-SALEM-EMPIRE ARCADE","Vinayaga Moorthy J","Rama Krishnan U","Dhinesh Kumar B","97910 60855","0427 - 4020376",7salem@poorvika.com,ROTN,TAMILNADU,"DOOR NO: 356/1, 
EMPIRE ARCADE,
OMALUR MAIN ROAD, 
NEAR : JOS ALUKAAS,
OPP : NEW BUS STAND,
SALEM -636 004.
"
333,TN-SALEM-GUGAI,"Vinayaga Moorthy J","Rama Krishnan U","Punniamurthi S",7708082855,,salemgugai@poorvika.com,ROTN,TAMILNADU,"No 137, Trichy Main Road, Gugai, Salem â€“ 636006.
"
334,TN-SALEM-HASTHAMPATTY,"Vinayaga Moorthy J","Rama Krishnan U","Anguraja P",6385171855,,salemhasthampatty@poorvika.com,ROTN,TAMILNADU,"No.103, Cherry Road, Hasthampatty, Salem-636007
"
335,TN-SALEM-JUNCTION,"Vinayaga Moorthy J","Rama Krishnan U","Dinesh S",7708083855,0427-2445767,salem4@poorvika.com,ROTN,TAMILNADU,"Door No. 5/257C, Junction Main Road, (Near: Chennai Silks) Salem PIN 636004"
336,"TN-SALEM-MEYYANUR BY PASS","Vinayaga Moorthy J","Rama Krishnan U",,6385176855,,Salemmeyyanur@poorvika.com,ROTN,TAMILNADU,"Survey No. 58/1B2A, Meyyanur By Pass Road, (ARRS Theatre Side, Street Corner), Salem - 636004
"
337,"TN-SALEM-NEW BUS STAND","Vinayaga Moorthy J","Rama Krishnan U","Dhinesh Kumar B",9500182855,0427-4260749,salem3@poorvika.com,ROTN,TAMILNADU,"Door No. 3A, Omalore Main Road, (Near: Adyar Ananda Bhavan) (Near:New Bus Stand), Salem PIN 636009"
338,"TN-SALEM-OMALUR MAIN ROAD","Vinayaga Moorthy J","Rama Krishnan U","Mani R",9629240855,"0427 - 4020373",5salem@poorvika.com,ROTN,TAMILNADU,"Door No. 391, Omalur  Main Road, Five Road Signal, (Near: Gowri Theatre) Salem, PIN : 636004"
339,"TN-SALEM-SARADHA COLLEGE","Vinayaga Moorthy J","Rama Krishnan U","Mani R",9566022855,0427-4264918,Saradhacollege@poorvika.com,ROTN,TAMILNADU,"No. 186, Alagapuram Pudhur Village, Saradha College Road, Salem PIN 636016"
340,TN-SANATORIUM,"Nagaraj S","Balamurugan A","Raja S",8754318855,044-22412246,sanatorium@poorvika.com,CHENNAI,TAMILNADU,"Door No:277/86, TJP Complex, GST Road, Kadaperi, Near: Nathella Jewellery, Tambaram, Chennai -600045"
341,TN-SANKARANKOVIL,"Naina Mohamed M","Ponrajan T","Marimuthu G",9790055855,"0463 - 6225860",sankarankovil@poorvika.com,ROTN,TAMILNADU,"No:187, Rajapalayam Main Road
Opp Assembly Lodge
Sankarankovil-627756
"
342,"TN-SHANTHI COLONY","Sampath Kumar P","Karthik P","Karthick C",9790940855,044-42613524,shanthicolony@poorvika.com,CHENNAI,TAMILNADU,"No:. Old: 112AA, New: 62AA, 4th Avenue, Shanthi Colony, Chennai - 600040"
343,TN-SHINE-MOGAPPAIR,,"Jespal Rajesh M","Ganesh Kumar T K M",7338742222,044-42695996,shinemogappair@poorvika.com,CHENNAI,TAMILNADU,"Door No : 2/5, West Mogappair Road,
(Opp:Bus Depot), 
Mogappair, Chennai - 600037
"
344,TN-SHINE-OMR,,"Jespal Rajesh M","Mohamed Raffee N",7338772222,,shineomr@poorvika.com,CHENNAI,TAMILNADU,"No,340, B4-B5, OLD No,
340/B/1A, Okkiyam,
Chennai - 600097
"
345,TN-SHINE-SELAIYUR,,"Jespal Rajesh M","Karthick Vellasamy G",7338752222,"044 - 22272027",shinetambaram@poorvika.com,CHENNAI,TAMILNADU,"Door No,763, Velachery Road,
Selaiyur
Chennai
600072
(Below Spartan Gym)
"
346,TN-SHINE-VALASARAVAKKAM,,"Jespal Rajesh M","Karthick Vellasamy G",7338762222,"044 - 48555780",shinevalasaravakkam@poorvika.com,CHENNAI,TAMILNADU,"No.145, Arcot Road, Valasaravakkam, 
Chennai-600087
"
347,TN-SHOLINGANALLUR,"Nagaraj S","Pon Kumaran J","Kathiravan G",9003673855,"044 - 49504568",sholinganallur@poorvika.com,CHENNAI,TAMILNADU,"Old No : 113, New No: 40,
Rajiv Gandhi Salai,
Opp : Rto Ofc
Sholinganallur,
Chennai -600 119
"
348,"TN-SINGAPERUMAL KOIL","Nagaraj S","Palani Kumar M","Agees Malkiya D",8754493855,044-27463123,spkoil@poorvika.com,CHENNAI,TAMILNADU,"No. 1/77, G.S.T Road, Singa Perumal Kovil Bus Stand, Singa Perumal Kovil -  PIN 603204"
349,TN-SIVAKASI,"Naina Mohamed M","Sankarapandiyan R","Prabhakaran S",8754476855,04562-277855,sivakasi@poorvika.com,ROTN,TAMILNADU,"No.23/25, Gandhi Road, Near: Sivakasi Bus Stand, Sivakasi, PIN 626123"
350,TN-SRIPERUMBUDUR,"Not Decide","Not Decide","Not Decide",9629192855,,,CHENNAI,TAMILNADU,"No 143, Ground Floor,
Gandhi Road,
Kanchipuram DT,
Sriperumbudurâ€“ 602 105."
351,TN-SRIVILIPUTHUR,"Naina Mohamed M","Sankarapandiyan R","Murugan L",9629778855,,sriviliputhur@poorvika.com,ROTN,TAMILNADU,"No 16,Rajaji Road,Srivilliputhur â€“ 626 125
"
352,TN-T.NAGAR,"Nagaraj S","Antony Fernando A","Thavamani N",9840953855,044-42070685,tnagar@poorvika.com,CHENNAI,TAMILNADU,"No.: 5 / 9, South Usman Road, Opp. Bus Depot, T. Nagar, Chennai PIN 600017"
353,"TN-T.NAGAR 2","Nagaraj S","Ellappan D",,6385168855,,Tnagar2@poorvika.com,CHENNAI,TAMILNADU,"No.49/2, No.44, North Usman Road, T.Nagar, Chennai 600017"
354,TN-TAMBARAM,"Nagaraj S","Ganesan M","Prakash O",9940651855,044-42044081,tambaram@poorvika.com,CHENNAI,TAMILNADU,"No.: 22, Muthu Ranga Mudali St., West Tambaram, Chennai PIN 600045"
355,"TN-TAMBARAM EAST","Nagaraj S","Ganesan M","Elumalai D",8754490855,044-42854177,easttambaram@poorvika.com,CHENNAI,TAMILNADU,"No.: 04, Kaveri illam, Annai Indra Gandhi Street, Mahalakshmi Nagar, Raja Kilpauk, East  Tambaram, Chennai PIN 600073."
356,"TN-TAMBARAM WEST","Nagaraj S","Ganesan M","Valliappan C",9789954855,044-22266261,westtambaram@poorvika.com,CHENNAI,TAMILNADU,"No:38, Thillai Complex, Shanmugam Road, West Tambaram, Chennai PIN 600045"
357,TN-TAMBARAM-MUDICHUR,"Nagaraj S","Balamurugan A","Prakash O",8220984855,,tambarammudichur@poorvika.com,CHENNAI,TAMILNADU,"Nos.707 & 709, Jothi Nagar, Mudichur Road, West Tambaram, Kancheepuram-600045"
358,TN-TAMBARAM-SELAIYUR,,,,"9384056855 ",,tambaramselaiyur@pooorvika.com,CHENNAI,TAMILNADU,"No.140, Velachery Main Road, East Tambaram, Chennai - 600059"
359,TN-TANJORE,"Naina Mohamed M","Rajasekar R","Raju V",8056024855,04362-277855,thanjavur@poorvika.com,ROTN,TAMILNADU,"No. 1286, South Main Street, Opp:Kamala Store, Tanjore - 613009"
360,TN-TANJORE-HIFI,"Naina Mohamed M","Rajasekar R","Anandan G",9629387855,04362-275855,hifitanjore@poorvika.com,ROTN,TAMILNADU,"Door No : 1066,
South East Rampart Road,
Opp Old Bus Stand,
Thanjavur - 613001
"
361,"TN-THENI-CUMBUM ROAD","Naina Mohamed M","Baseeth Mohideen A","Arunkumar J",8754480855,04546-255334,theni@poorvika.com,ROTN,TAMILNADU,"No.880, APR Pettai, Cumbum Road, Theni -  625531"
362,"TN-THENI-OLD BUS STAND","Naina Mohamed M","Baseeth Mohideen A","Soundhira Pandiyan P",9952702855,"04546 - 250613",2theni@poorvika.com,ROTN,TAMILNADU,"NO: 20,
MADURAI ROAD,
OPP: OLD BUS STAND,
THENI -625 531.
"
363,TN-THENKASI,"Naina Mohamed M","Ponrajan T","Marudha Mohan Raj S","77080 61855",04633-220016,thenkasi@poorvika.com,ROTN,TAMILNADU,"Door No. 5L, Udipi Srinivas Lodge, Mela Avana Moola Veethi, Opp: Bus Stand, Thenkasi - 627811."
364,TN-THIRUMULLAIVOYAL,"Not Decide","Not Decide","Not Decide",,,,CHENNAI,TAMILNADU,
365,TN-THIRUNELVELI-JUNCTION,"Naina Mohamed M","Ponrajan T","Mahendrapandi R",9840981855,0462-4000021,thirunelveli2@poorvika.com,ROTN,TAMILNADU,"No:6D-6F, 7L, Madurai Road, Parasakthi Buildings, Thirunelveli Junction, Thirunelveli - 627 006."
366,"TN-THIRUNELVELI-JUNCTION 2","Naina Mohamed M","Ponrajan T",,"9384676855 ",,thirunelvelijunction@poorvika.com,ROTN,TAMILNADU,"	""Kanagadhara Shopping Complex"", Shop Nos.54B/20, 54B/21, S.N.High Road, Tirunelveli Junction, Tirunelveli-627001"
367,TN-THIRUNELVELI-TOWN,"Naina Mohamed M","Ponrajan T","Mahendrapandi R",8754469855,0462-4010068,thirunelveli@poorvika.com,ROTN,TAMILNADU,"Old No:4, New No:6, West Cross Street, Opp: Joy Alukaas, Thirunelveli - 627 006."
368,TN-THIRUPATHUR,"Vinayaga Moorthy J","Thatchanamurthi S","Selvakumar G",9840271855,04179-220226,thirupathur@poorvika.com,ROTN,TAMILNADU,"No:93/5, Palaniswamy Street, Rahmath Complex, (OPP: Bharath Petroleum) Vellore District, Thirupathur - 635601"
369,TN-THIRUPUR-ANUPPARPALAYAM,"Pandiyarajan N","Jagadeeswaran E","Not Decide",9384834855,,thirupuranupparpalayam@poorvika.com,ROTN,TAMILNADU,"Old No 17, New No 469, Gandhi Road,Anupparpalayam, Thirupur â€“ 641 652"
370,"TN-THIRUPUR-AVINASHI ROAD","Not Decide","Not Decide","Not Decide",8754570855,,avinashi@poorvika.com,ROTN,TAMILNADU,"No.78,BS Sundharam Street,Opp: New Bus Stand,Near: Meenambikai Rice Mill, Avinashi Road,Tiruppur â€“ 641654"
371,TN-THIRUPUR-HIFI,"Pandiyarajan N","Jagadeeswaran E","Jeevanandam K",9629341855,0421-4238110,hifithirupur@poorvika.com,ROTN,TAMILNADU,"Door no : 505,
Avinashi Road,
Thirupur - 641602
"
372,"TN-THIRUPUR-KAMARAJ ROAD","Pandiyarajan N","Jagadeeswaran E",,9384861855,,thirupurkamarajroad@poorvika.com,ROTN,TAMILNADU,"Old Door Nos.244 & 245, New Door No.355, Kamaraj Road, Tiruppur-641604"
373,"TN-THIRUPUR-KUMARAN ROAD","Pandiyarajan N","Jagadeeswaran E","Siva Kumar C",9790955855,0421-4242247,thirupur@poorvika.com,ROTN,TAMILNADU,"No:171/18,Kumaran Road,Opp Karur Vysya Bank,Tirupur-641601"
374,"TN-THIRUPUR-KUMARAN ROAD 2","Pandiyarajan N","Jagadeeswaran E","Ramesh K",8220046855,,Thirupurkumaran@poorvika.com,ROTN,TAMILNADU,"No 231, Kumaran   Road, Thirupur-641601"
375,"TN-THIRUPUR-PN ROAD","Pandiyarajan N","Jagadeeswaran E","Ramesh K",7708051855,0421-2487855,thirupur2@poorvika.com,ROTN,TAMILNADU,"No: 199, PN Road, (Opp:New Bus Stand) Thirupur PIN-641602"
376,TN-THIRUPUR-POYAMPALAYAM,"Pandiyarajan N","Jagadeeswaran E","Not Decide",7708136855,,Thirupur.poyampalayam@poorvika.com,ROTN,TAMILNADU,"No.5/1277, Peruma Nallur Road (P.N.Road), Palanisamy Nagar, Poyampalayam, Pooluvapatti Post, Thottipalaiyam, Tiruppur-641602"
377,"TN-THIRUPUR-USHA THEATRE","Pandiyarajan N","Jagadeeswaran E","Raj Kumar M",8754555855,,thirupurushatheatre@poorvika.com,ROTN,TAMILNADU,"No 141 & 143, Dharapuram Main Road, Opp Usha Theatre, Thirupur-641 604
"
378,TN-THIRUVALLUR,"Nagaraj S","Srinivasan Premanandhan J","Manigandan M",8220544855,"044 - 27665654",2thiruvallur@poorvika.com,CHENNAI,TAMILNADU,"NO: 122/4,
J N ROAD,
NEAR: SBI BANK,
THIRUVALLUR -602 001
"
379,"TN-THIRUVALLUR-MANAVALA NAGAR","Nagaraj S","Srinivasan Premanandhan J","Manikandan M",9944734855,,"	thiruvallurmanavalanagar@poorvika.com",CHENNAI,TAMILNADU,"No.26/1, Poonamallee High Road, Manavala Nagar, Tiruvallur-602002"
380,TN-THIRUVANMIYUR,"Nagaraj S","Pon Kumaran J","Rajesh E",9840864855,044-42104013,thiruvanmiyur2@poorvika.com,CHENNAI,TAMILNADU,"New No.: 131, Old No: 64, Lattice Bridge Road, L.B Road(Kalki Krishnamoorthy Salai), OPP: Jeyanthi Theatre, Thiiruvanmiyur, Chennai PIN 600041"
381,"TN-THIRUVANMIYUR-MUTTUKADU ROAD","Nagaraj S","Pon Kumaran J",,"9384863855 ",,thiruvanmiyurmuttukaduroad@poorvika.com,CHENNAI,TAMILNADU,"No.63A, Muttukadu Road East Coast Road, Thiruvanmiyur, Chennai-600041"
382,"TN-THIRUVANNAMALAI-BUS STAND","Vinayaga Moorthy J","Arokia Raj T","Chandrasekar P",9952978855,0417-5253855,2thiruvannamalai@poorvika.com,ROTN,TAMILNADU,"No: 93/1, Polur Road, Ambedkar Street, (OPP: Akash Hotel),  Thiruvannamalai, PIN 606601"
383,"TN-THIRUVANNAMALAI-CAR STREET","Vinayaga Moorthy J","Arokia Raj T","Velayutham N",9566266855,04175-220228,thiruvanamalai@poorvika.com,ROTN,TAMILNADU,"No: 2&3 Car street, Thiruvannamalai, PIN 606601"
384,"TN-THIRUVANNAMALAI-KOSAMADA STREET","Vinayaga Moorthy J","Arokia Raj T","Subash A",8870222855,,Thiruvanamalaibigstreet@poorvika.com,ROTN,TAMILNADU,"No 2,Kosamada Street,OPP : Kanna Hotel,Thiruvanamalai â€“ 606 601.
"
385,TN-THIRUVARUR,"Naina Mohamed M","Rajasekar R","Karthi K",8754017855,04366-242888,thiruvarur@poorvika.com,ROTN,TAMILNADU,"A.R.V Tower, Shop No 15, Therku Veethi, Near:Old District Court, Thiruvaarur, 610001."
386,TN-THIRUVOTTIYUR,"Sampath Kumar P","Vetri Mani D","Muthusamy P",9790914855,044-43569751,thiruvottriyur@poorvika.com,CHENNAI,TAMILNADU,"No.: 871/872, Thiruvetriyur High Road, Near Theradi Koil, Thiruvetriyur, Chennai PIN 600019"
387,TN-THOOTHUKUDI,"Naina Mohamed M","Ponrajan T","Maria Veda Antony M",9600042855,0461-4000045,tuticorin@poorvika.com,ROTN,TAMILNADU,"No.307, Palayamkottai Road, 
Near : Balavinayagar Koil Street,Tuticorin-628002
"
388,"TN-THOOTHUKUDI-VVD SIGNAL","Naina Mohamed M","Ponrajan T","Pothaiah M",8754035855,0461-4000032,tuticorin2@poorvika.com,ROTN,TAMILNADU,"No.187, Shop No: 5,6,7, Naam Tamizhar Valaagam, (OPP: VVD Signal) Palayamkottai Road, Thoothukudi - 628 008."
389,TN-THORAIPAKKAM,"Nagaraj S",,,9840814855,,thoraipakkam@poorvika.com,CHENNAI,TAMILNADU,"	No.339/2A, 339/2B & 340A/2B1A, Old Mahabalipuram Road, Rajiv Gandhi Salai, Okkiam Thoraipakkam Village, Sholinganallur Taluk, Kanchipuram (DT)-600097"
390,TN-THUCKALAY,"Naina Mohamed M","Karthikeyan A","Latchiya Durai M",8870043855,04651-252246,thuckalay@poorvika.com,ROTN,TAMILNADU,"No: 20/60 & 20/60-1, 
Padhmanaphapuram municipality,
uppu compound, near: bus stand,Thiruvanathapuram main road.
Thuckalay -626117

"
391,TN-TIRUKOILUR,"Vinayaga Moorthy J","Arokia Raj T","Deepan M",9790766855,"0415 - 3252855",tirukoilur@poorvika.com,ROTN,TAMILNADU,"No: 105,
Abi Complex,
East Street,
Landmark: 5 Kanai Road,
Villupuram (Dt),
Thirukoilure -605757
"
393,"TN-TRICHY-CHITRA COMPLEX","Vinayaga Moorthy J","Gnana Sekar Vivek R","Thangaraj G",9003944855,,4chathiram@poorvika.com,ROTN,TAMILNADU,"No.01, 02 ,03 & 19, 
Chitra Complex, 
karur Bye Pass Road, Chinthamani, Trichy-620 002
"
394,TN-TRICHY-CONTONDMENT,"Vinayaga Moorthy J","Gnana Sekar Vivek R","Balamurugan S",9500038855,0431-4001116,trichy@poorvika.com,ROTN,TAMILNADU,"No:39/33,Bharathidasan Street,
Villims Road,
Condontment Rountana, 
Trichy-620001"
395,"TN-TRICHY-CONTONDMENT 2","Vinayaga Moorthy J","Arul Arputha Raj C","Not Decide",9384897855,,trichycontondment2@poorvika.com,ROTN,TAMILNADU,"Old No.1-F, New No.19, 19/1, Bharathidasan Salai,Promenade Road,Trichy-620 001."
396,"TN-TRICHY-JAIDURGA COMPLEX","Vinayaga Moorthy J",,"Surendar K",8056028855,0431-4013137,chathiram@poorvika.com,ROTN,TAMILNADU,"No:5, Jaidurga complex, Chathiram bus stand, 
Karur byepass road,
Trichy - 620002
"
397,"TN-TRICHY-MELA CHINTHAMANI","Vinayaga Moorthy J","Gnana Sekar Vivek R","Manivasakam P",9940434855,0431-4013033,livetrichy@poorvika.com,ROTN,TAMILNADU,"No:41/A, J.B Tower, Mela Chinthamani, Near: Siva Service Station, Karur byepass road, Trichy,  620002
"
398,"TN-TRICHY-THILLAI NAGAR","Vinayaga Moorthy J","Gnana Sekar Vivek R","Arockiasamy S",9840690855,0431-4000347,thillai@poorvika.com,ROTN,TAMILNADU,"S.V.V Arcade, C-55, 4th Cross, Thillai Nagar Main Road, (Near: Ranga Nursing Home) Trichy PIN - 620018"
399,"TN-TRICHY-YVD TRADE CENTRE","Vinayaga Moorthy J","Gnana Sekar Vivek R","Annamalai R M",9500154855,0431-4010580,chathiram3@poorvika.com,ROTN,TAMILNADU,"No:12,13,14 YVD Trade Centre, (Indira Gandhi College Campus), Cheathiram Bus Stand, Trichy,  620002
"
400,TN-TRIPLICANE-HIFI,"Sampath Kumar P","Dinesh Kumar D","Silambarasan R",9789155855,044-43300125,2triplicanehifi@poorvika.com,CHENNAI,TAMILNADU,"No.: 260, Bharathi Salai, Pycroffs Road, Triplicane, Chennai PIN 600005"
401,"TN-TTK ROAD","Sampath Kumar P","Dinesh Kumar D","Vaitheeswaran M",8056986855,,ttkroad@poorvika.com,CHENNAI,TAMILNADU,"New No.59/1, Old no.31/1, T.T.K.Road, Chennai-600018
"
402,TN-UDUMALAIPET,"Pandiyarajan N","Jagadeeswaran E","Vijay Prabhakar R",8754004855,04252-231061,udumalaipettai@poorvika.com,ROTN,TAMILNADU,"No:320, Palani Road, 
OPP: Taxi Stand,
Udumalapet - 642126."
403,TN-UKKADAM,"Pandiyarajan N","Arul Arputha Raj C","Azharutheen D",8056025855,0422-4361164,ukkadam@poorvika.com,ROTN,TAMILNADU,"No: 23, Nawab Hakkim Road, (Near:Ukkadam Bus Stand) Coimbatore PIN-641001"
404,TN-VADALUR,"Vinayaga Moorthy J","Karthik S","Senthilnathan S",9840017855,,vadalur@poorvika.com,ROTN,TAMILNADU,"No.1, North Cross Road, Parvathipuram, Vadalur, Cuddalore 607303
"
405,TN-VADAPALANI,"Sampath Kumar P","Ellappan D","Ashok Kumar B",9003059855,044-43069551,vadapalani@poorvika.com,CHENNAI,TAMILNADU,"Door No:202, Arcot Road, 100FT Road, Near: Vadapalani Signal, Vadapalani, Chennai - 600026"
406,TN-VALASARAVAKKAM,"Nagaraj S","Muthukumaran M","Venkatesan A",9003064855,044-43513556,valasaravakkam@poorvika.com,CHENNAI,TAMILNADU,"No.: 139, Arcot Road, Near Bank of Baroda, Valasarawakkam, Chennai PIN 600087"
407,"TN-VALASARAVAKKAM 2","Nagaraj S","Muthukumaran M","Not Decide",7530042855,,"	valasaravakkam2@poorvika.com",CHENNAI,TAMILNADU,"Plot No 3,Rajaji Avenue Main Road, Near : Nilgris Super Market,Arcot Road,Valasaravakkam,Chennai - 600087"
408,TN-VALASARAVAKKAM-HIFI,"Nagaraj S","Muthukumaran M",,9003064855,044-43513556,hifivalasaravakkam@poorvika.com,CHENNAI,TAMILNADU,"Door No: 139,Arcot Road, Valasarawakkam, Chennai-600087"
409,TN-VALLIYUR,"Naina Mohamed M","Ponrajan T","Esakki M",7358703855,0463-7222107,valliyur@poorvika.com,ROTN,TAMILNADU,"No: 63A,Thomson Building,Opp: New Bus Stand,North Main Road,Valliyur-627 117
"
410,"TN-VELACHERRY-100FT ROAD 2","Nagaraj S","Barath T","Ravi Kumar K",6385170855,,velachery100ft2@poorvika.com,CHENNAI,TAMILNADU,"No.27 & 28, Vijaya Nagar Extn., Velachery Main Road, Velachery, Chennai-600042"
411,"TN-VELACHERRY-AMSAVENI COMPLEX","Naina Mohamed M",,,7708050855,"044 - 48633028",2velachery@poorvika.com,CHENNAI,TAMILNADU,"87/5, Byepass Road, Amsaveni Complex, Rajalaxmi Nagar, Velachery, Chennai - 600042"
412,TN-VELAPPANCHAVADI,"Naina Mohamed M","Barath T","Not Decide",8754572855,,velappanchavadi@poorvika.com,CHENNAI,TAMILNADU,"No 59, MRM Complex, Poonamalle High Road Near Sri Gajalakshmi Kalyana Mandapam Velappanchavadi, Chennaiâ€“ 600077"
413,"TN-VELLORE-ANNA SALAI","Vinayaga Moorthy J","Not Decide",,"9384254855 ",,velloreannasalai@poorvika.com,ROTN,TAMILNADU,"	Shop No.5A, New NO.61, Officers Line, Anna Salai, Vellore-632001"
414,"TN-VELLORE-KATPADI ROAD","Vinayaga Moorthy J","Vignesh K","Jayamurugan A",9566066855,0416-4500003,vellore@poorvika.com,ROTN,TAMILNADU,"No: 26, Katpadi Road, Opp:CMC Hospital, Vellore-632004"
415,TN-VILLIVAKKAM,"Sampath Kumar P","Karthik P","Arockia Dass T",8754007855,044-42145968,villivakkam@poorvika.com,CHENNAI,TAMILNADU,"No:168, MTH Road, Near:Axis Bank, Villivakkam, Chennai - 600049."
416,TN-VILLUPURAM,"Vinayaga Moorthy J","Kalai Selvan G","Arul Oliviyar L",9677060855,04146-226676,villupuram@poorvika.com,ROTN,TAMILNADU,"No.: 743/744, Nehruji Road, Hotel Raja Vilas Building, Villupuram, Tamil Nadu PIN 605 602"
417,TN-VIRUDHACHALAM,"Vinayaga Moorthy J","Karthik S","Sakthivel A",9790910855,04143-261855,virudhachalam@poorvika.com,ROTN,TAMILNADU,"No : 115, Junction Road, Virutachalam - 606001"
418,TN-VIRUDHUNAGAR,"Naina Mohamed M","Sankarapandiyan R","Gunasekaran V",9840832855,0456-2267799,virudhunagar@poorvika.com,ROTN,TAMILNADU,"No,17, Pullalakottai Road, Virudu Nagar, Opp Old Bustand, Virudhu Nagar-626001
"
419,TN-VIRUGAMBAKKAM,"Nagaraj S","Muthukumaran M","Tamil Vanan S",9840946855,044-42035070,livevirugambakkam@poorvika.com,CHENNAI,TAMILNADU,"No.: 95, Arcot Road, (Near: Fame Mall) Virugambakkam, Chennai PIN 600092"
420,TN-WASHERMENPET,"Sampath Kumar P","Vetri Mani D","Manokar P",9790927855,044-43177559,washermenpet@poorvika.com,CHENNAI,TAMILNADU,"No.: 525, Thiruvetriyur High Road, Near Pandiyan Hotel, Old Washermenpet, Chennai PIN 600021"
421,"TN-WEST MAMBALAM","Nagaraj S","Antony Fernando A","Kalaiyarasan J",8754014855,044-42657834,westmambalam@poorvika.com,CHENNAI,TAMILNADU,"No.: 8/1, Govindan Road, Near: ECI Church, Mettupalayam, West Mambalam, Chennai PIN 600033"
422,"TN-MADURAVOYAL 3
","Naina Mohamed M - 0056","Ellappan D - 0706",,9952010855,,maduravoyal3@poorvika.com,chennai,tamilnadu,"No.187 Poonamallee High Road Erikarai Bus Stand Maduravoyal Chennai"
423,TN-TRICHY-KATTUR,"Nagaraj S - 0036","Siva Kumar P - 1622",,9840024855,,trichykattur@poorvika.com,Rotn,Tamilnadu,"Plot No.769 Vin Nagar Thanjai Main Road Opp. Art Gowri TowerKattur Trichy-DT Tamilnadu 620019"
424,"TN-MAYILADUTHURAI 2","Nagaraj S - 0036","Kalai Selvan G - 0231",,9940755855,,myladuthurai2@poorvika.com,Rotn,Tamilnadu,"No.2 Cutchery Road Near Head Post Office Mayiladuthurai-DT Tamilnadu 609001"
425,"KA-CHAMARAJANAGAR""","Saravanan T - 0061","Devaraj K - 2319",,7358396855,,chamarajanagara@poorvika.com,Bangalore,Karnataka,"No.12-2-2-15B F1226 F1147Situated at Block No.2 Ward No.12 Deviation Road Near Ksrtc Bus Stand Chamarajanagar-DT Karnataka 571313"
426,TN-TIRUCHENGODE,"Vinayaga Moorthy J - 0267","Vinoth Kumar R - 2079",,7338756855,,tiruchengode@poorvika.com,Rotn,Tamilnadu,"No:83,North Street Near AnnaStatue, Tiruchengode Namakkal 637211"
427,KA-CHANNAPATNA,"Saravanan T - 0061","Devaraj K - 2319",,7550087855,,channapatna@poorvika.com,"Rest of Karnataka",Karnataka,"OldNo.2269NewNo.2269 NewNo.4861 Bangalore Mysore HighWay5th Cross Kuvempunagar North Opp Channapatna Karnataka 562160"
428,TN-SULUR,"Vinayaga Moorthy J - 0267","Manikandan M - 1196",,8754477855,,sulur@poorvika.com,Rotn,,"No.9 Opp to New Busstand Trichy Road Sulur Coimbatore TamilNadu641402"
429,TN-THURAIYUR,"Nagaraj S - 0036","Siva Kumar P - 1622",,8056270855,,thuraiyur@poorvika.com,Rotn,Tamilnadu,"No.13 Near Bava Medical Trichy Road Thuraiyur Trichy TamilNadu 621010"
